IRI_KEY,FIPS,NAME,State_Name,REGION,DIVISION,Zip_name,Zip_key,per_kids18,per_kids9,per_old,per_white,per_black,hhsize,Per_college,per_hh_less20K,median_inc,capita_inc,Share_Camp,Share_Other,Share_PL,Share_prog
200039,36069,Ontario County,New York,EAST,2,14424 Canandaigua,14424,0.24,0.13,0.16,0.97,0.01,2.43,0.26,0.19,43308,22292,0.557913997,0.057051966,0.152225992,0.232808045
200161,26125,Oakland County,Michigan,MIDWEST,3,48322 West Bloomfield,48322,0.25,0.13,0.17,0.8,0.07,2.64,0.49,0.07,87740,44543,0.321540888,0.186297702,0.107453319,0.38470809
200171,55133,Waukesha County,Wisconsin,MIDWEST,3,53045 Brookfield,53045,0.27,0.13,0.17,0.94,0.01,2.69,0.47,0.07,80346,40251,0.636677806,0.090114656,0.087404205,0.185803333
200197,17143,Peoria County,Illinois,MIDWEST,3,61603 Peoria,61603,0.31,0.18,0.1,0.61,0.32,2.54,0.12,0.34,30196,14243,0.563281122,0.031295854,0.341822374,0.063600651
200272,6037,Los Angeles County,California,WEST,9,91101 Pasadena,91101,0.16,0.1,0.13,0.54,0.12,1.85,0.47,0.28,38187,26427,0.401353722,0.181441491,0.097601893,0.319602894
200287,6075,San Francisco County,California,WEST,9,94134 San Francisco,94134,0.24,0.13,0.13,0.19,0.13,3.71,0.17,0.17,54342,17070,0.417762076,0.178864432,0.089108676,0.314264816
200297,41039,Lane County,Oregon,WEST,9,97477 Springfield,97477,0.25,0.15,0.13,0.89,0.01,2.43,0.14,0.31,31673,16054,0.527508866,0.13001851,0.189261124,0.1532115
200334,41047,Marion County,Oregon,WEST,9,97302 Salem,97302,0.25,0.13,0.15,0.9,0.01,2.38,0.3,0.19,43496,24501,0.560210663,0.096026193,0.187003064,0.156760079
200341,6073,San Diego County,California,WEST,9,91941 La Mesa,91941,0.21,0.12,0.15,0.81,0.05,2.37,0.3,0.19,45916,24977,0.467277095,0.107196704,0.178018098,0.247508103
200379,13051,Chatham County,Georgia,SOUTH,5,31410 Savannah,31410,0.25,0.14,0.1,0.89,0.06,2.54,0.39,0.09,60182,28935,0.545323875,0.050271128,0.278828263,0.125576734
200411,36103,Suffolk County,New York,EAST,2,11757 Lindenhurst,11757,0.26,0.15,0.11,0.93,0.01,3.04,0.16,0.12,61536,22829,0.436912333,0.067809,0.040212679,0.455065988
200415,51023,Botetourt County,Virginia,SOUTH,5,24175 Troutville,24175,0.22,0.11,0.14,0.95,0.03,2.59,0.23,0.15,50296,23341,0.639392133,0.03656217,0.231816366,0.092229331
200439,35001,Bernalillo County,New Mexico,WEST,8,87110 Albuquerque,87110,0.2,0.1,0.2,0.8,0.02,2.22,0.32,0.22,39670,22440,0.549856642,0.04191882,0.245089696,0.163134842
200479,6085,Santa Clara County,California,WEST,9,95121 San Jose,95121,0.28,0.16,0.07,0.26,0.05,4.11,0.18,0.07,75326,21058,0.625037818,0.093455977,0.071653256,0.20985295
200485,40109,Oklahoma County,Oklahoma,SOUTH,7,73106 Oklahoma City,73106,0.26,0.14,0.07,0.51,0.13,2.55,0.21,0.47,21705,12126,0.687487785,0.038604886,0.12756932,0.146338009
200488,25027,Worcester County,Massachusetts,EAST,1,01606 Worcester,1606,0.21,0.12,0.16,0.87,0.06,2.35,0.24,0.18,44689,21266,0.352715192,0.113331182,0.112985493,0.420968132
200489,48201,Harris County,Texas,SOUTH,7,77071 Houston,77071,0.29,0.16,0.08,0.29,0.54,2.69,0.33,0.2,43444,20294,0.74471417,0.053548796,0.156762587,0.044974446
200492,6037,Los Angeles County,California,WEST,9,90025 Los Angeles,90025,0.11,0.07,0.12,0.66,0.03,1.9,0.53,0.21,47806,35178,0.342068412,0.201967775,0.151410455,0.304553358
200494,55087,Outagamie County,Wisconsin,MIDWEST,3,54914 Appleton,54914,0.25,0.14,0.11,0.92,0.01,2.44,0.27,0.14,46865,23258,0.573713734,0.059145192,0.253383757,0.113757316
200499,40109,Oklahoma County,Oklahoma,SOUTH,7,73120 Oklahoma City,73120,0.18,0.11,0.16,0.76,0.16,2,0.38,0.2,39657,30016,0.730294894,0.053910732,0.05833005,0.157464325
200501,6001,Alameda County,California,WEST,9,94578 San Leandro,94578,0.25,0.15,0.12,0.44,0.19,2.53,0.18,0.17,44723,20598,0.546504571,0.142294122,0.086179782,0.225021526
200510,25013,Hampden County,Massachusetts,EAST,1,01129 Springfield,1129,0.25,0.13,0.14,0.78,0.14,2.49,0.17,0.14,46076,21320,0.391011733,0.105407767,0.067225165,0.436355334
200511,48141,El Paso County,Texas,SOUTH,7,79936 El Paso,79936,0.36,0.2,0.04,0.69,0.02,3.41,0.18,0.16,42857,14871,0.791433049,0.028759938,0.119716897,0.060090116
200522,6013,Contra Costa County,California,WEST,9,94598 Walnut Creek,94598,0.22,0.11,0.18,0.82,0.01,2.48,0.52,0.07,85479,43000,0.41537151,0.196404597,0.082174064,0.306049828
200531,40109,Oklahoma County,Oklahoma,SOUTH,7,73118 Oklahoma City,73118,0.2,0.12,0.12,0.69,0.14,2.08,0.36,0.27,35086,22575,0.77682801,0.068477908,0.074571302,0.080122779
200539,37119,Mecklenburg County,North Carolina,SOUTH,5,28203 Charlotte,28203,0.22,0.13,0.1,0.55,0.43,2.08,0.37,0.31,38918,31752,0.578545225,0.053777541,0.164990034,0.2026872
200541,35001,Bernalillo County,New Mexico,WEST,8,87112 Albuquerque,87112,0.24,0.13,0.15,0.79,0.03,2.37,0.28,0.2,40762,21072,0.746497314,0.038111346,0.100201997,0.115189343
200542,55009,Brown County,Wisconsin,MIDWEST,3,54311 Green Bay,54311,0.26,0.14,0.08,0.95,0.01,2.65,0.24,0.1,55928,22835,0.540730553,0.070185127,0.275636346,0.113447974
200553,6059,Orange County,California,WEST,9,92865 Orange,92865,0.27,0.15,0.11,0.73,0.02,3.02,0.23,0.13,55512,21689,0.514689278,0.116244508,0.135277405,0.233788809
200563,6073,San Diego County,California,WEST,9,92104 San Diego,92104,0.22,0.14,0.08,0.57,0.12,2.21,0.24,0.29,31139,18465,0.769618671,0.085349475,0,0.145031854
200566,40143,Tulsa County,Oklahoma,SOUTH,7,74135 Tulsa,74135,0.18,0.11,0.23,0.82,0.07,2.01,0.3,0.24,37103,23871,0.763352314,0.067610314,0.067677742,0.10135963
200569,55059,Kenosha County,Wisconsin,MIDWEST,3,53144 Kenosha,53144,0.26,0.15,0.1,0.82,0.09,2.52,0.19,0.18,43146,20794,0.831884704,0.003514837,0.140136599,0.02446386
200575,6073,San Diego County,California,WEST,9,92058 Oceanside,92058,0.25,0.14,0.12,0.78,0.11,2.57,0.27,0.18,50281.45,24632.73,0.540342618,0.094988486,0.186997923,0.177670973
200578,23019,Penobscot County,Maine,EAST,1,04412 Brewer,4412,0.22,0.12,0.17,0.98,0,2.3,0.24,0.25,36949,20158,0.480992061,0.119691203,0.168861801,0.230454935
200587,6073,San Diego County,California,WEST,9,92117 San Diego,92117,0.2,0.11,0.15,0.77,0.02,2.45,0.29,0.16,47245,23514,0.576114994,0.164224335,0.064526703,0.195133968
200606,40113,Osage County,Oklahoma,SOUTH,7,74127 Tulsa,74127,0.26,0.15,0.13,0.59,0.25,2.48,0.15,0.33,30486,15569,0.876440362,0.023622162,0.064818583,0.035118892
200610,55079,Milwaukee County,Wisconsin,MIDWEST,3,53110 Cudahy,53110,0.23,0.13,0.16,0.94,0.01,2.31,0.12,0.21,40017,19620,0.677487353,0.050649868,0.127674316,0.144188463
200612,40125,Pottawatomie County,Oklahoma,SOUTH,7,74804 Shawnee,74804,0.23,0.13,0.15,0.82,0.02,2.45,0.21,0.27,35288,18444,0.641237458,0.05158821,0.144829541,0.16234479
200620,40143,Tulsa County,Oklahoma,SOUTH,7,74115 Tulsa,74115,0.31,0.18,0.12,0.65,0.15,2.59,0.06,0.33,28760,13123,0.875463213,0.020700414,0.070168492,0.033667881
200623,22051,Jefferson Parish,Louisiana,SOUTH,7,70056 Gretna,70056,0.28,0.16,0.08,0.59,0.31,2.75,0.19,0.21,41526,18430,0.729121072,0.07637306,0.089726911,0.104778957
200626,55079,Milwaukee County,Wisconsin,MIDWEST,3,53213 Milwaukee,53213,0.25,0.13,0.13,0.94,0.02,2.3,0.47,0.12,51951,28061,0.767718736,0.07023905,0.066883696,0.095158519
200633,25017,Middlesex County,Massachusetts,EAST,1,02138 Cambridge,2138,0.1,0.06,0.09,0.77,0.06,1.85,0.77,0.18,55726,36553,0.262775938,0.165606625,0.077783036,0.493834401
200635,49035,Salt Lake County,Utah,WEST,8,84084 West Jordan,84084,0.38,0.21,0.03,0.88,0.01,3.65,0.16,0.07,54521,16462,0.632416435,0.029453661,0.229848081,0.108281822
200642,6041,Marin County,California,WEST,9,94941 Mill Valley,94941,0.2,0.12,0.13,0.9,0.01,2.22,0.68,0.1,91283,59386,0.421937766,0.189884891,0.038345227,0.349832116
200655,6037,Los Angeles County,California,WEST,9,90212 Beverly Hills,90212,0.19,0.08,0.15,0.85,0.02,1.99,0.57,0.17,61039,49922,0.339793616,0.272723601,0.083241125,0.304241658
202312,31109,Lancaster County,Nebraska,MIDWEST,4,68528 Lincoln,68528,0.21,0.13,0.08,0.87,0.03,2.31,0.24,0.19,41923,23858,0.602233996,0.01167668,0.24178941,0.144299914
202530,37071,Gaston County,North Carolina,SOUTH,5,28054 Gastonia,28054,0.22,0.13,0.16,0.79,0.16,2.35,0.2,0.25,38575,20985,0.68595374,0.030073534,0.220181903,0.063790824
202738,51810,Virginia Beach city,Virginia,SOUTH,5,23462 Virginia Beach,23462,0.28,0.16,0.08,0.59,0.32,2.63,0.18,0.15,41298,17958,0.634085709,0.031254421,0.205777331,0.128882539
202785,51087,Henrico County,Virginia,SOUTH,5,23294 Henrico,23294,0.18,0.1,0.1,0.7,0.14,2.06,0.33,0.13,43525,24288,0.617675549,0.040450228,0.171581332,0.170292891
202790,47059,Greene County,Tennessee,SOUTH,6,37743 Greeneville,37743,0.22,0.12,0.16,0.95,0.03,2.36,0.14,0.34,29877,16279,0.631352132,0.041787366,0.242113014,0.084747487
202798,45035,Dorchester County,South Carolina,SOUTH,5,29420 North Charleston,29420,0.34,0.19,0.04,0.54,0.38,2.97,0.25,0.17,46366,18273,0.549243007,0.05219304,0.124642857,0.273921097
202898,36059,Nassau County,New York,EAST,2,11762 Massapequa Park,11762,0.25,0.15,0.17,0.97,0,3.04,0.28,0.06,79202,29666,0.302953602,0.070370026,0.047689671,0.5789867
203001,34029,Ocean County,New Jersey,EAST,2,08753 Toms River,8753,0.25,0.13,0.13,0.94,0.01,2.72,0.21,0.15,56526,24589,0.500687908,0.078824365,0.000180736,0.420306991
203010,51041,Chesterfield County,Virginia,SOUTH,5,23832 Chesterfield,23832,0.29,0.15,0.06,0.76,0.2,2.86,0.27,0.04,61738,23287,0.679088296,0.023390319,0.184283591,0.113237794
203018,48113,Dallas County,Texas,SOUTH,7,75081 Richardson,75081,0.25,0.13,0.08,0.71,0.08,2.62,0.36,0.1,60597,27136,0.661098638,0.099075668,0.099338828,0.140486867
203204,6065,Riverside County,California,WEST,9,92270 Rancho Mirage,92270,0.1,0.06,0.44,0.93,0.01,1.92,0.26,0.15,63349,59998,0.475618989,0.156056137,0.124865893,0.243458982
203231,36119,Westchester County,New York,EAST,2,10580 Rye,10580,0.3,0.18,0.14,0.9,0.01,2.81,0.63,0.07,114164,77721,0.398383048,0.078077479,0.040185827,0.483353646
203563,51185,Tazewell County,Virginia,SOUTH,5,24641 Richlands,24641,0.22,0.12,0.15,0.98,0,2.31,0.11,0.44,23211,14940,0.754146288,0.021619705,0.168735262,0.055498745
203614,34025,Monmouth County,New Jersey,EAST,2,07702 Shrewsbury,7702,0.31,0.18,0.12,0.97,0.01,2.96,0.46,0.05,86911,38218,0.537297561,0.059934904,0.025086541,0.377680995
203648,25027,Worcester County,Massachusetts,EAST,1,01510 Clinton,1510,0.23,0.13,0.15,0.88,0.03,2.38,0.2,0.2,44740,22764,0.341362003,0.082373226,0.121039737,0.455225034
203866,42025,Carbon County,Pennsylvania,EAST,2,18235 Lehighton,18235,0.22,0.11,0.18,0.98,0,2.47,0.1,0.25,34972,17132,0.562087802,0.034075185,0.168088746,0.235748266
203985,47179,Washington County,Tennessee,SOUTH,6,37601 Johnson City,37601,0.21,0.12,0.15,0.93,0.05,2.25,0.21,0.33,30197,18537,0.707975485,0.01727504,0.225970878,0.048778597
204033,24017,Charles County,Maryland,SOUTH,5,20603 Waldorf,20603,0.33,0.18,0.04,0.67,0.25,2.98,0.26,0.04,71762,25696,0.532908827,0.045268275,0.070438217,0.35138468
204148,37135,Orange County,North Carolina,SOUTH,5,27278 Hillsborough,27278,0.25,0.14,0.1,0.77,0.19,2.55,0.3,0.17,46629,23861,0.619294485,0.017535986,0.204531514,0.158638015
204202,36065,Oneida County,New York,EAST,2,13413 New Hartford,13413,0.21,0.1,0.25,0.95,0.01,2.34,0.29,0.19,47204,26317,0.576248107,0.032359056,0.082912408,0.308480428
204292,47163,Sullivan County,Tennessee,SOUTH,6,37663 Kingsport,37663,0.23,0.12,0.13,0.98,0.01,2.5,0.27,0.17,46601,23823,0.716405587,0.079600644,0.128944163,0.075049606
204307,45063,Lexington County,South Carolina,SOUTH,5,29006 Batesburg,29006,0.26,0.15,0.14,0.68,0.29,2.58,0.12,0.29,31743,15820,0.666346812,0.013208374,0.262598164,0.05784665
204345,36065,Oneida County,New York,EAST,2,13413 New Hartford,13413,0.21,0.1,0.25,0.95,0.01,2.34,0.29,0.19,47204,26317,0.516712657,0.066986718,0.13218142,0.284119205
204346,36065,Oneida County,New York,EAST,2,13413 New Hartford,13413,0.21,0.1,0.25,0.95,0.01,2.34,0.29,0.19,47204,26317,0.569280129,0.04421576,0.078116586,0.308387524
204353,37067,Forsyth County,North Carolina,SOUTH,5,27106 Winston Salem,27106,0.23,0.13,0.14,0.71,0.23,2.29,0.37,0.21,43890,27615,0.534730949,0.074417239,0.108875871,0.281975941
204354,10003,New Castle County,Delaware,SOUTH,5,19803 Wilmington,19803,0.22,0.12,0.22,0.93,0.03,2.46,0.47,0.06,75608,41655,0.567599421,0.044998207,0.06851991,0.318882462
204455,25023,Plymouth County,Massachusetts,EAST,1,02061 Norwell,2061,0.29,0.16,0.13,0.98,0,2.94,0.49,0.08,87397,37222,0.358767215,0.103898693,0.097130551,0.440203541
204466,36103,Suffolk County,New York,EAST,2,11766 Mount Sinai,11766,0.3,0.16,0.09,0.95,0.01,3.27,0.31,0.04,85156,31166,0.47417827,0.085197648,0.017755028,0.422869055
204483,42079,Luzerne County,Pennsylvania,EAST,2,18612 Dallas,18612,0.19,0.1,0.16,0.92,0.07,2.49,0.28,0.2,49005,22684,0.54745549,0.039429703,0.096201069,0.316913738
204544,36075,Oswego County,New York,EAST,2,13142 Pulaski,13142,0.27,0.15,0.13,0.98,0,2.57,0.15,0.26,37243,17191,0.520987571,0.047576483,0.188026244,0.243409702
204594,36081,Queens County,New York,EAST,2,11414 Howard Beach,11414,0.18,0.1,0.21,0.93,0.01,2.48,0.18,0.17,51175,25535,0.299085543,0.093580566,0.056556761,0.55077713
204597,37035,Catawba County,North Carolina,SOUTH,5,28613 Conover,28613,0.25,0.14,0.11,0.86,0.05,2.61,0.13,0.17,40722,18586,0.694880072,0.01904337,0.19738434,0.088692217
204828,51810,Virginia Beach city,Virginia,SOUTH,5,23454 Virginia Beach,23454,0.28,0.15,0.08,0.8,0.13,2.72,0.28,0.11,48943,23859,0.621535365,0.02674275,0.188440244,0.163281641
204933,34015,Gloucester County,New Jersey,EAST,2,08343 Monroeville,8343,0.27,0.14,0.11,0.91,0.05,2.87,0.16,0.13,55546,20020,0.510479245,0.044294417,0.062389331,0.382837007
204946,25023,Plymouth County,Massachusetts,EAST,1,02332 Duxbury,2332,0.3,0.16,0.12,0.98,0.01,2.85,0.53,0.08,97124,40242,0.529335053,0.067160741,0.073935911,0.329568295
205066,25017,Middlesex County,Massachusetts,EAST,1,01824 Chelmsford,1824,0.25,0.14,0.14,0.93,0.01,2.66,0.39,0.09,73882,30983,0.393327726,0.159697771,0.067485511,0.379488991
205230,42017,Bucks County,Pennsylvania,EAST,2,18902 Doylestown,18902,0.25,0.14,0.12,0.78,0.11,2.57,0.27,0.18,49983.23,24455.67,0.43489009,0.126077787,0.056048828,0.382983295
205272,1003,Baldwin County,Alabama,SOUTH,6,36542 Gulf Shores,36542,0.17,0.08,0.21,0.97,0,2.15,0.24,0.23,39604,23312,0.63701557,0.029364735,0.226180687,0.107439007
205282,53063,Spokane County,Washington,WEST,9,99223 Spokane,99223,0.28,0.14,0.13,0.93,0.01,2.57,0.4,0.16,51774,26040,0.468386588,0.082387237,0.223172511,0.226053664
205395,53063,Spokane County,Washington,WEST,9,99203 Spokane,99203,0.24,0.13,0.17,0.94,0.01,2.27,0.47,0.16,48939,28516,0.54964675,0.058488964,0.093981063,0.297883222
205512,25009,Essex County,Massachusetts,EAST,1,01923 Danvers,1923,0.23,0.12,0.17,0.98,0,2.53,0.31,0.12,58779,26852,0.413900149,0.140720048,0.137074532,0.30830527
205709,37023,Burke County,North Carolina,SOUTH,5,28655 Morganton,28655,0.24,0.13,0.13,0.82,0.1,2.49,0.14,0.24,36089,17662,0.703300853,0.041327967,0.161517145,0.093854035
205926,47163,Sullivan County,Tennessee,SOUTH,6,37663 Kingsport,37663,0.23,0.12,0.13,0.98,0.01,2.5,0.27,0.17,46601,23823,0.710624062,0.025700961,0.172219093,0.091455883
205969,13057,Cherokee County,Georgia,SOUTH,5,30114 Canton,30114,0.26,0.15,0.1,0.89,0.04,2.8,0.19,0.18,50523,21932,0.708088896,0.053346306,0.180507457,0.058057341
205999,28067,Jones County,Mississippi,SOUTH,6,39440 Laurel,39440,0.27,0.15,0.17,0.46,0.49,2.56,0.16,0.39,25827,15948,0.590389178,0.017688383,0.3485107,0.043411739
206005,48201,Harris County,Texas,SOUTH,7,77521 Baytown,77521,0.29,0.17,0.08,0.68,0.18,2.75,0.15,0.19,46864,19796,0.632668229,0.05700343,0.19903049,0.11129785
206384,37151,Randolph County,North Carolina,SOUTH,5,27203 Asheboro,27203,0.25,0.14,0.14,0.85,0.07,2.52,0.14,0.24,36783,18345,0.676351934,0.028211148,0.213851646,0.081585272
206401,42101,Philadelphia County,Pennsylvania,EAST,2,19149 Philadelphia,19149,0.26,0.14,0.17,0.82,0.06,2.55,0.12,0.24,37210,17388,0.570961277,0.048798003,0.070917879,0.30932284
206587,33017,Strafford County,New Hampshire,EAST,1,03878 Somersworth,3878,0.26,0.15,0.12,0.96,0.01,2.45,0.18,0.19,43177,19645,0.480066728,0.147305939,0.142263619,0.230363714
206607,34021,Mercer County,New Jersey,EAST,2,08550 Princeton Junctio,8550,0.34,0.17,0.06,0.72,0.03,3.22,0.66,0.04,129375,49976,0.428307813,0.045031996,0.038828324,0.487831867
207053,54011,Cabell County,West Virginia,SOUTH,5,25705 Huntington,25705,0.21,0.12,0.17,0.94,0.03,2.31,0.24,0.29,34655,21574,0.710237586,0.011482149,0.232129196,0.04615107
207291,51173,Smyth County,Virginia,SOUTH,5,24354 Marion,24354,0.21,0.11,0.17,0.96,0.03,2.32,0.11,0.3,30169,16572,0.670928262,0.018480698,0.237116504,0.073474535
207595,37097,Iredell County,North Carolina,SOUTH,5,28117 Mooresville,28117,0.26,0.16,0.09,0.96,0.02,2.6,0.34,0.08,65926,34304,0.729812309,0.019660098,0.140169129,0.110358464
207840,47019,Carter County,Tennessee,SOUTH,6,37643 Elizabethton,37643,0.22,0.12,0.17,0.97,0.01,2.35,0.11,0.37,27176,14507,0.684194918,0.023346093,0.250515496,0.041943492
208217,45027,Clarendon County,South Carolina,SOUTH,5,29102 Manning,29102,0.28,0.14,0.13,0.45,0.53,2.63,0.12,0.39,27146,14978,0.675646407,0.018541517,0.207013364,0.098798712
208759,47155,Sevier County,Tennessee,SOUTH,6,37862 Sevierville,37862,0.22,0.12,0.15,0.96,0.01,2.34,0.13,0.31,31636,18651,0.676103246,0.016987466,0.218116307,0.088792981
208769,51165,Rockingham County,Virginia,SOUTH,5,22853 Timberville,22853,0.23,0.12,0.17,0.98,0,2.5,0.1,0.23,36667,17364,0.651785799,0.024002776,0.235813861,0.088397565
208980,28047,Harrison County,Mississippi,SOUTH,6,39503 Gulfport,39503,0.28,0.16,0.07,0.76,0.2,2.76,0.17,0.2,40530,17979,0.639265973,0.028043239,0.265565363,0.067125424
209039,6017,El Dorado County,California,WEST,9,95726 Pollock Pines,95726,0.25,0.11,0.16,0.94,0,2.51,0.16,0.18,45991,20983,0.470685467,0.070076526,0.280833672,0.178404334
209077,37119,Mecklenburg County,North Carolina,SOUTH,5,28226 Charlotte,28226,0.24,0.13,0.11,0.89,0.05,2.43,0.48,0.07,68636,41248,0.656732979,0.043657704,0.160482951,0.139126366
209126,37167,Stanly County,North Carolina,SOUTH,5,28128 Norwood,28128,0.24,0.12,0.14,0.81,0.15,2.52,0.12,0.25,37026,17353,0.698693261,0.014066323,0.23244644,0.054793976
209225,35031,McKinley County,New Mexico,WEST,8,87313 Crownpoint,87313,0.42,0.22,0.06,0.04,0,3.64,0.14,0.47,21276,7411,0.699385848,0.00176887,0.228649513,0.07019577
209957,28121,Rankin County,Mississippi,SOUTH,6,39208 Pearl,39208,0.24,0.14,0.11,0.79,0.19,2.47,0.17,0.23,37751,17864,0.608328456,0.027790414,0.313647087,0.050234043
209989,45007,Anderson County,South Carolina,SOUTH,5,29621 Anderson,29621,0.24,0.14,0.15,0.8,0.18,2.44,0.24,0.21,42027,22594,0.634455351,0.047494575,0.150143336,0.167906737
209994,45007,Anderson County,South Carolina,SOUTH,5,29642 Easley,29642,0.26,0.14,0.1,0.93,0.05,2.63,0.19,0.18,48769,21615,0.723281449,0.04776782,0.166341118,0.062609612
210189,28045,Hancock County,Mississippi,SOUTH,6,39520 Bay Saint Louis,39520,0.25,0.13,0.13,0.87,0.09,2.47,0.15,0.32,31303,17298,0.670293761,0.049148657,0.231205248,0.049352333
210202,47019,Carter County,Tennessee,SOUTH,6,37643 Elizabethton,37643,0.22,0.12,0.17,0.97,0.01,2.35,0.11,0.37,27176,14507,0.719919742,0.02244416,0.195857451,0.061778648
210511,45013,Beaufort County,South Carolina,SOUTH,5,29907 Ladys Island,29907,0.25,0.14,0.12,0.78,0.11,2.57,0.27,0.18,50077.29,24516.49,0.641072787,0.027187737,0.220236235,0.111503241
210580,36103,Suffolk County,New York,EAST,2,11968 Southampton,11968,0.2,0.11,0.17,0.84,0.07,2.41,0.37,0.16,55495,34111,0.326189995,0.116747596,0.079063619,0.47799879
210582,37159,Rowan County,North Carolina,SOUTH,5,28144 Salisbury,28144,0.23,0.13,0.18,0.53,0.42,2.35,0.24,0.32,32188,17972,0.620408539,0.023382594,0.280964365,0.075244502
210815,34027,Morris County,New Jersey,EAST,2,07869 Randolph,7869,0.29,0.16,0.08,0.86,0.02,2.83,0.53,0.04,97354,42679,0.385369056,0.063986876,0.110520054,0.440124014
210830,36067,Onondaga County,New York,EAST,2,13031 Camillus,13031,0.25,0.12,0.18,0.97,0.01,2.48,0.29,0.14,50929,24089,0.521129747,0.055373024,0.11957824,0.303918989
210868,42069,Lackawanna County,Pennsylvania,EAST,2,18508 Scranton,18508,0.24,0.13,0.18,0.94,0.03,2.35,0.11,0.36,28673,14933,0.43540629,0.004397938,0.075223443,0.484972329
210913,37119,Mecklenburg County,North Carolina,SOUTH,5,28215 Charlotte,28215,0.28,0.16,0.08,0.45,0.45,2.72,0.24,0.14,46729,19756,0.641618822,0.021806872,0.225699776,0.110874529
210923,42011,Berks County,Pennsylvania,EAST,2,19607 Reading,19607,0.18,0.09,0.23,0.94,0.02,2.18,0.24,0.18,44305,26056,0.501001967,0.046658446,0.162065617,0.290273969
211230,23023,Sagadahoc County,Maine,EAST,1,04530 Bath,4530,0.25,0.13,0.14,0.96,0.01,2.29,0.21,0.23,38679,20177,0.399618528,0.071824316,0.168007186,0.36054997
211301,23017,Oxford County,Maine,EAST,1,04276 Rumford,4276,0.23,0.11,0.22,0.99,0,2.22,0.11,0.32,27701,16942,0.520124975,0.100916268,0.188369117,0.19058964
211303,33009,Grafton County,New Hampshire,EAST,1,03251 Lincoln,3251,0.2,0.1,0.17,0.97,0,2.18,0.18,0.33,28523,17999,0.448977734,0.071140736,0.13814908,0.34173245
211313,28035,Forrest County,Mississippi,SOUTH,6,39402 Hattiesburg,39402,0.25,0.14,0.11,0.82,0.15,2.49,0.35,0.22,41166,23385,0.673140057,0.035279079,0.192319727,0.099261138
211395,34025,Monmouth County,New Jersey,EAST,2,07747 Matawan,7747,0.24,0.15,0.12,0.82,0.05,2.64,0.35,0.1,72468,31612,0.388357001,0.100170292,0.039757052,0.471715654
211420,34029,Ocean County,New Jersey,EAST,2,08008 Beach Haven,8008,0.13,0.07,0.33,0.98,0,2.06,0.3,0.18,45974,30803,0.522427486,0.008498265,0.058052388,0.41102186
211912,42115,Susquehanna County,Pennsylvania,EAST,2,18801 Montrose,18801,0.25,0.13,0.16,0.98,0,2.5,0.16,0.27,35169,17493,0.528034346,0.018082006,0.174288741,0.279594908
211926,28025,Clay County,Mississippi,SOUTH,6,39773 West Point,39773,0.29,0.15,0.14,0.44,0.55,2.61,0.16,0.37,27983,15282,0.492316099,0.018599095,0.435610776,0.053474031
212156,23003,Aroostook County,Maine,EAST,1,04758 Mars Hill,4758,0.24,0.12,0.2,0.97,0,2.42,0.1,0.38,25660,13320,0.675993401,0.087103055,0.152762626,0.084140918
212482,47073,Hawkins County,Tennessee,SOUTH,6,37642 Church Hill,37642,0.23,0.13,0.12,0.98,0.01,2.43,0.1,0.27,33792,16920,0.616282612,0.033344546,0.270971491,0.079401351
212957,51173,Smyth County,Virginia,SOUTH,5,24319 Chilhowie,24319,0.23,0.13,0.16,0.97,0.02,2.45,0.1,0.31,30471,15639,0.673141532,0.032146582,0.239946907,0.054764979
213109,13067,Cobb County,Georgia,SOUTH,5,30080 Smyrna,30080,0.19,0.12,0.07,0.58,0.28,2.15,0.4,0.14,45514,27046,0.692753936,0.045532273,0.13160917,0.130104622
213133,10003,New Castle County,Delaware,SOUTH,5,19810 Wilmington,19810,0.22,0.12,0.17,0.88,0.07,2.48,0.4,0.09,67623,32101,0.465184978,0.057760514,0.084066639,0.392987869
213235,45079,Richland County,South Carolina,SOUTH,5,29016 Blythewood,29016,0.27,0.14,0.08,0.72,0.25,2.75,0.3,0.12,54988,25708,0.666212104,0.023865802,0.265927118,0.043994975
213290,25003,Berkshire County,Massachusetts,EAST,1,01201 Pittsfield,1201,0.23,0.13,0.18,0.93,0.04,2.27,0.18,0.26,36448,20857,0.406717352,0.108890143,0.07252266,0.411869844
213975,36053,Madison County,New York,EAST,2,13421 Oneida,13421,0.25,0.13,0.15,0.97,0.01,2.42,0.19,0.26,35859,19798,0.555123688,0.046858417,0.153586397,0.244431498
214045,16055,Kootenai County,Idaho,WEST,8,83814 Coeur D Alene,83814,0.23,0.12,0.14,0.96,0,2.34,0.19,0.28,32951,19241,0.477027844,0.053666765,0.260075306,0.209230085
214051,53063,Spokane County,Washington,WEST,9,99218 Spokane,99218,0.24,0.12,0.15,0.93,0.01,2.52,0.29,0.19,43320,21281,0.64665988,0.056465802,0.084431278,0.21244304
214088,53063,Spokane County,Washington,WEST,9,99212 Spokane,99212,0.23,0.13,0.14,0.93,0.01,2.29,0.19,0.25,35572,19432,0.522038983,0.047456663,0.270696142,0.159808212
214274,37001,Alamance County,North Carolina,SOUTH,5,27253 Graham,27253,0.24,0.14,0.13,0.79,0.15,2.45,0.18,0.21,38848,19519,0.679486336,0.016134893,0.229322704,0.075056067
